0.157275,0.612799
0.157275,0.612799
0.157275,0.612799
0.163579,0.61823
0.163579,0.61823
0.164256,0.616846
0.164256,0.616846
0.157548,0.611796
0.157548,0.611796
0.159066,0.625349
0.159066,0.625349
0.159066,0.625349
0.155564,0.616459
0.155564,0.616459
0.16121,0.62073
0.16121,0.62073
0.16121,0.62073
0.154778,0.611222
0.154778,0.611222
0.152714,0.618487
0.152714,0.618487
0.14916,0.611401
0.14916,0.611401
0.151817,0.623955
0.151817,0.623955
0.151817,0.623955
0.132457,0.623844
0.132457,0.623844
0.141106,0.60778
0.141106,0.60778
0.151893,0.614698
0.151893,0.614698
0.140987,0.621772
0.140987,0.621772
0.126543,0.619649
0.126543,0.619649
0.120853,0.65141
0.120853,0.65141
0.120853,0.65141
0.13645,0.634499
0.13645,0.634499
0.103261,0.640185
0.103261,0.640185
0.126228,0.645858
0.126228,0.645858
0.122928,0.660897
0.122928,0.660897
0.122928,0.660897
0.10085,0.652971
0.10085,0.652971
0.10679,0.65592
0.10679,0.65592
0.10679,0.65592
0.108661,0.65743
0.108661,0.65743
0.0975289,0.664065
0.0975289,0.664065
0.070039,0.670683
0.070039,0.670683
0.0633174,0.691433
0.0633174,0.691433
0.0633174,0.691433
0.0674827,0.708108
0.0674827,0.708108
0.0507923,0.699111
0.0507923,0.699111
0.0513812,0.718197
0.0513812,0.718197
0.0381441,0.71488
0.0381441,0.71488
0.0381441,0.71488
0.053571,0.719794
0.053571,0.719794
0.0464253,0.715846
0.0464253,0.715846
0.0464253,0.715846
0.0389488,0.7298
0.0389488,0.7298
0.0323131,0.736219
0.0323131,0.736219
0.0323131,0.736219
0.0391151,0.726527
0.0391151,0.726527
0.0296241,0.744567
0.0296241,0.744567
0.0296241,0.744567
0.0318164,0.742898
0.0318164,0.742898
0.0265368,0.755226
0.0265368,0.755226
0.0265368,0.755226
0.0471923,0.749695
0.0471923,0.749695
0.0129433,0.745385
0.0129433,0.745385
0.0129433,0.745385
0.0212015,0.751751
0.0212015,0.751751
-0.0154884,0.743034
-0.0154884,0.743034
-0.0154884,0.743034
-0.0151732,0.767488
-0.0151732,0.767488
-0.0137739,0.756614
-0.0137739,0.756614
-0.0137739,0.756614
-0.0186756,0.751065
-0.0186756,0.751065
-0.0246716,0.753784
-0.0246716,0.753784
-0.0250025,0.755485
-0.0250025,0.755485
-0.020299,0.798318
-0.020299,0.798318
-0.020299,0.798318
-0.0275975,0.788896
-0.0275975,0.788896
-0.0117549,0.787635
-0.0117549,0.787635
-0.0117549,0.787635
-0.0126127,0.791653
-0.0126127,0.791653
-0.0130414,0.787557
-0.0130414,0.787557
-0.0130414,0.787557
-0.0319715,0.793519
-0.0319715,0.793519
-0.0180168,0.787341
-0.0180168,0.787341
-0.0180168,0.787341
-0.0145566,0.789309
-0.0145566,0.789309
-0.0290305,0.785579
-0.0290305,0.785579
-0.0290305,0.785579
-0.00770313,0.788228
-0.00770313,0.788228
-0.0170254,0.776063
-0.0170254,0.776063
-0.0170254,0.776063
-0.0182522,0.774137
-0.0182522,0.774137
-0.024518,0.797085
-0.024518,0.797085
-0.024518,0.797085
-0.0358446,0.783901
-0.0358446,0.783901
-0.0276562,0.785718
-0.0276562,0.785718
-0.0229266,0.780701
-0.0229266,0.780701
-0.0146196,0.790772
-0.0146196,0.790772
-0.0146196,0.790772
-0.027213,0.803787
-0.027213,0.803787
-0.0453108,0.78984
-0.0453108,0.78984
-0.0453108,0.78984
-0.0242445,0.777901
-0.0242445,0.777901
-0.0306116,0.783886
-0.0306116,0.783886
-0.0306116,0.783886
-0.0183488,0.793837
-0.0183488,0.793837
-0.0313423,0.799289
-0.0313423,0.799289
-0.0313423,0.799289
-0.00874603,0.783744
-0.00874603,0.783744
-0.0106933,0.789464
-0.0106933,0.789464
-0.00888759,0.782151
-0.00888759,0.782151
-0.00888759,0.782151
-0.0191298,0.787754
-0.0191298,0.787754
-0.0191298,0.787754
-0.0161808,0.788019
-0.0161808,0.788019
-0.00785291,0.794313
-0.00785291,0.794313
-0.00785291,0.794313
-0.0161552,0.78519
-0.0161552,0.78519
-0.0195596,0.786223
-0.0195596,0.786223
-0.0124424,0.798296
-0.0124424,0.798296
-0.0124424,0.798296
-0.0191901,0.797369
-0.0191901,0.797369
-0.0191901,0.797369
0.00495553,0.796454
0.00495553,0.796454
-0.0223345,0.78953
-0.0223345,0.78953
-0.0223345,0.78953
-0.0180107,0.784246
-0.0180107,0.784246
-0.0187404,0.791549
-0.0187404,0.791549
-0.0187404,0.791549
-0.033753,0.7841
-0.033753,0.7841
-0.0112689,0.796582
-0.0112689,0.796582
-0.0112689,0.796582
-0.0210635,0.787548
-0.0210635,0.787548
-0.0221584,0.790493
-0.0221584,0.790493
-0.0221584,0.790493
-0.0172648,0.780851
-0.0172648,0.780851
-0.0338962,0.788734
-0.0338962,0.788734
-0.0338962,0.788734
-0.0207683,0.791803
-0.0207683,0.791803
-0.0300641,0.7814
-0.0300641,0.7814
-0.017831,0.786771
-0.017831,0.786771
-0.02048,0.793001
-0.02048,0.793001
-0.02048,0.793001
-0.00850117,0.797578
-0.00850117,0.797578
-0.0250981,0.78878
-0.0250981,0.78878
-0.0250981,0.78878
-0.0130355,0.786005
-0.0130355,0.786005
-0.0195575,0.783655
-0.0195575,0.783655
-0.0249811,0.794627
-0.0249811,0.794627
-0.0472873,0.779348
-0.0472873,0.779348
-0.0472873,0.779348
-0.0451364,0.787617
